st,stateabbrv,statename,id,year,le_agg_q1_F,le_agg_q2_F,le_agg_q3_F,le_agg_q4_F,le_agg_q1_M,le_agg_q2_M,le_agg_q3_M,le_agg_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
50,VT,Vermont,50,2004,82.0082,83.69577,84.57339,91.97565,77.78674,80.8061,87.31651,89.03754,23364,28792,30148,22540,22959,29297,28877,21044
50,VT,Vermont,50,2005,83.99987,87.60596,84.77097,89.6718,82.11905,87.60111,83.33504,84.18217,23648,29011,30571,22873,23327,29136,29540,21103
50,VT,Vermont,50,2006,84.64441,84.1793,85.49584,84.7732,80.05058,84.26234,87.18157,84.00706,23421,29397,31057,23298,23260,29599,29868,21560
50,VT,Vermont,50,2007,84.73367,86.30547,87.3052,92.29,78.79511,84.20765,85.43729,84.08624,23249,29537,31289,23384,23361,29502,29811,21518
50,VT,Vermont,50,2008,85.22024,86.72713,89.78283,90.8149,79.30911,81.23478,83.84378,90.98109,23392,29687,31804,23211,23835,29642,30040,21191
50,VT,Vermont,50,2009,83.70001,87.42152,89.71547,86.7355,74.33904,83.58113,88.83116,87.24551,23297,29835,32285,23771,23866,29788,30441,21634
50,VT,Vermont,50,2010,84.09325,90.347,84.25632,88.7124,77.12634,82.20033,84.77412,85.65063,23114,29455,32285,23509,23657,29320,30522,21214
50,VT,Vermont,50,2011,81.47961,87.07619,87.71038,89.38578,80.96179,83.55731,87.67515,89.67472,22777,28646,31715,23788,23165,28502,29902,21526
50,VT,Vermont,50,2012,84.84972,84.56165,87.11543,90.11018,80.57423,80.54472,85.13293,83.57452,22098,28422,31601,23605,22743,28640,29504,21423
50,VT,Vermont,50,2013,85.49266,84.55298,89.78499,90.14847,80.43041,84.61445,88.68219,90.21397,21860,27922,31266,23239,22655,28154,29091,20928
50,VT,Vermont,50,2014,82.743,86.23374,87.42374,89.78701,76.75977,84.43616,86.4063,89.73188,21346,26821,29619,22900,22140,26891,27396,20100
51,VA,Virginia,51,2001,81.20409,82.26553,84.3236,86.19289,74.72345,79.75141,82.08221,85.10475,227438,249653,269674,326629,206502,242059,258888,316313
51,VA,Virginia,51,2002,81.82217,83.75907,85.28541,86.43715,74.42082,78.54297,81.79493,85.44572,236807,258069,277743,335031,211264,249010,267247,324784
51,VA,Virginia,51,2003,82.55087,85.51549,84.85092,87.21497,75.06879,79.07178,81.966,84.27069,241377,263713,286364,348068,215775,253532,275224,337064
51,VA,Virginia,51,2004,81.64855,84.2812,85.53267,87.12537,74.65102,79.3611,81.64874,85.71029,244666,268252,292009,359701,217294,257011,280194,347785
51,VA,Virginia,51,2005,80.42182,85.18649,83.88103,88.19785,75.47479,79.99412,82.28777,85.25347,250209,271090,296571,369916,220932,259081,284863,358860
51,VA,Virginia,51,2006,81.81779,84.17803,85.66579,87.47172,74.99017,81.11471,83.56894,86.57337,251815,274806,299724,380310,221721,261867,287986,368817
51,VA,Virginia,51,2007,83.17985,85.01598,86.86533,88.21764,74.96278,80.74397,83.75484,84.60157,253998,277050,304081,384508,224115,263467,291573,372224
51,VA,Virginia,51,2008,82.26072,85.73488,86.57555,89.02519,74.92557,80.74574,82.59087,86.76373,255862,280877,307514,389169,227604,265753,293238,376057
51,VA,Virginia,51,2009,81.30734,85.22355,85.36813,89.55753,74.45647,79.41924,83.31168,88.4384,260758,286625,314497,398973,233487,269199,298825,384385
51,VA,Virginia,51,2010,82.94749,85.46453,87.94326,88.43758,75.45826,79.5977,84.61688,86.55782,260147,286939,313387,402922,233044,267387,297199,387354
51,VA,Virginia,51,2011,82.32184,86.41672,86.90561,89.27433,76.14548,80.96993,83.18074,87.29198,255407,281534,310942,413098,227509,260245,294892,396631
51,VA,Virginia,51,2012,82.32451,85.11025,87.3503,90.11656,76.30159,80.58791,82.20152,87.84874,255104,279608,309839,415506,226435,257770,293223,399814
51,VA,Virginia,51,2013,83.35786,85.01648,87.16999,89.45,75.87198,80.91689,82.76212,87.98891,255900,282861,311134,410753,232026,262671,293995,394705
51,VA,Virginia,51,2014,83.12627,84.31834,88.44891,89.28284,76.51643,80.46505,84.48313,87.94419,250857,276713,302438,395854,228990,258861,286265,380334
53,WA,Washington,53,2001,81.91917,84.27317,83.60095,86.75363,76.89247,80.32678,83.40575,85.19188,170473,213752,249764,250631,166290,215084,254468,243308
53,WA,Washington,53,2002,81.79781,84.31562,86.50713,87.3351,76.48406,82.07737,81.39877,85.91696,178625,222030,258371,254439,172666,222462,262095,247194
53,WA,Washington,53,2003,83.73926,84.79739,85.04249,85.82462,76.87965,82.07643,82.92082,85.84303,184134,227228,263253,259590,178106,225814,266275,252087
53,WA,Washington,53,2004,81.83389,84.85475,86.30411,87.17976,77.72503,80.31372,83.78811,87.1526,187283,229870,267325,264786,180728,228081,268249,256910
53,WA,Washington,53,2005,82.58739,85.43716,85.38598,88.63113,78.30428,81.36043,83.86951,85.80663,189640,233042,270411,266454,183014,230966,270108,257160
53,WA,Washington,53,2006,82.81332,85.47775,84.53105,87.92762,78.29729,81.24919,84.09383,86.8549,193734,236193,272567,270379,188625,233767,271631,260422
53,WA,Washington,53,2007,82.39333,84.83152,86.7416,89.61697,78.53265,80.8945,85.33599,88.05045,192759,238007,275730,279454,186172,235285,275532,269970
53,WA,Washington,53,2008,81.14729,84.63741,87.1296,89.05527,76.75153,82.09103,84.98698,87.87266,192462,238392,278214,290325,185075,235735,278383,281949
53,WA,Washington,53,2009,82.28651,84.506,87.64072,89.98695,76.86432,82.49197,84.95067,86.95994,193296,241436,287000,301645,187345,239366,287541,292493
53,WA,Washington,53,2010,84.8007,86.1766,88.7654,90.80205,77.28851,81.87379,84.67701,86.36346,192911,242366,287298,300689,187735,239352,287250,291655
53,WA,Washington,53,2011,84.00703,85.1217,87.5544,89.81645,77.4318,81.46397,85.38615,87.65177,189559,239278,284800,302293,185214,234911,283744,292960
53,WA,Washington,53,2012,83.54717,85.76997,87.51819,89.00102,77.53792,81.75953,84.88522,86.43437,187147,238645,283173,302623,182861,234935,281228,293331
53,WA,Washington,53,2013,84.26331,86.111,88.69544,88.69174,78.09316,82.20744,83.55375,85.58422,188894,237419,279565,303033,189703,233611,277953,293634
53,WA,Washington,53,2014,85.03011,85.77541,88.38644,89.67202,77.93904,80.75842,85.38834,87.46513,185524,227561,264824,288652,185320,226413,267382,282394
54,WV,West Virginia,54,2001,81.45546,84.29084,85.09055,87.50209,75.58307,82.51566,84.60966,83.01522,76761,73854,66230,36942,74593,77718,63811,34025
54,WV,West Virginia,54,2002,83.34998,85.66739,83.91767,84.72264,76.57199,83.4101,85.15507,82.43993,79490,75280,67078,35882,76787,78072,64977,32998
54,WV,West Virginia,54,2003,83.03228,84.10506,83.12756,89.94909,74.94817,83.0845,82.54551,83.78925,79896,75575,67801,37145,76003,78564,66217,34293
54,WV,West Virginia,54,2004,80.89716,84.45668,87.0174,84.19355,76.07339,80.50117,83.86106,84.48746,79801,75897,68746,38405,75630,78446,67476,35561
54,WV,West Virginia,54,2005,83.30874,84.10802,88.23362,86.65881,78.11575,82.80869,80.8137,84.32455,80219,76143,69153,38560,76041,78467,67582,35878
54,WV,West Virginia,54,2006,82.85227,84.88817,85.87775,89.88923,76.7056,80.40528,84.08313,84.4883,80300,76177,69714,38723,76241,78093,68751,36249
54,WV,West Virginia,54,2007,82.38404,85.19226,85.52351,90.84125,76.44344,80.19063,85.15987,86.52561,80830,76635,69953,39318,76485,78096,69098,36939
54,WV,West Virginia,54,2008,80.34554,85.81745,84.66659,88.48106,75.60793,82.18483,84.50059,84.86839,81437,76594,70877,39684,76615,78089,69985,37321
54,WV,West Virginia,54,2009,81.36785,83.84623,87.49644,90.80666,75.67809,82.8008,84.21318,86.99162,85950,77846,72488,40467,80510,79405,71685,37956
54,WV,West Virginia,54,2010,82.80749,86.42795,86.74321,88.61122,76.09107,80.9043,82.55222,85.82336,80091,75928,72658,43260,74698,77372,72562,40385
54,WV,West Virginia,54,2011,82.8148,85.49118,89.23334,88.2914,76.22845,80.50447,83.71773,87.93428,76701,74988,72356,45250,71376,76114,72141,42228
54,WV,West Virginia,54,2012,82.352,85.21275,85.53211,83.51894,74.56928,78.41699,85.12074,86.05553,75212,73670,72429,45764,70125,74738,72714,43002
54,WV,West Virginia,54,2013,82.83661,84.94464,86.43678,90.35947,74.63213,79.45306,86.98202,87.43552,74465,71739,72335,46062,70472,73151,72926,43150
54,WV,West Virginia,54,2014,81.7192,83.16292,85.71806,88.49107,74.22712,81.17107,83.96461,87.57281,70845,68900,70601,46432,68951,70273,70310,42015
55,WI,Wisconsin,55,2001,80.80311,82.30719,85.2235,86.1003,75.32574,79.50437,83.16299,83.61348,137625,194006,256814,204677,133608,206564,257876,194537
55,WI,Wisconsin,55,2002,81.17216,83.69849,85.31194,87.19362,75.23608,78.94004,82.9443,82.85946,144117,202590,264184,203577,140108,214420,263849,193634
55,WI,Wisconsin,55,2003,80.84473,84.76312,85.77811,88.33732,76.58144,79.27029,84.44252,84.9254,148059,208115,269503,205471,144889,219781,268113,194669
55,WI,Wisconsin,55,2004,82.13563,85.42445,84.21478,87.62096,76.06437,80.30008,82.45046,86.6796,152476,212213,272860,209145,149743,222128,271263,198788
55,WI,Wisconsin,55,2005,82.51278,85.18856,85.65001,86.84801,76.10306,81.70192,83.78415,86.1694,153855,214202,276890,214456,150495,222772,274878,204686
55,WI,Wisconsin,55,2006,82.22314,85.87155,87.45473,89.3477,77.63251,81.78339,84.7366,86.24549,156767,216067,280917,215386,153978,224546,278431,205902
55,WI,Wisconsin,55,2007,81.55659,86.22404,86.71356,88.49729,76.53832,82.62948,84.15541,86.89402,160403,218216,283579,214179,158088,227029,280427,204137
55,WI,Wisconsin,55,2008,82.41449,85.18478,87.73144,89.0157,76.49995,81.38108,83.43796,85.26919,163153,220823,285985,213485,162061,229321,281489,202663
55,WI,Wisconsin,55,2009,82.39397,84.04575,89.09534,89.37967,75.7052,80.69611,85.36263,86.67438,165848,222944,291828,216581,164000,232319,286944,205257
55,WI,Wisconsin,55,2010,82.20587,85.75346,87.75119,88.05094,75.92053,82.22299,84.66708,88.03046,167460,221741,290239,216640,165044,231949,284806,204401
55,WI,Wisconsin,55,2011,81.75621,85.59408,88.19395,88.05867,75.28824,82.40296,84.15038,87.59564,170189,220746,285441,213565,169833,228449,277162,202016
55,WI,Wisconsin,55,2012,81.20278,86.02617,87.40806,89.08433,76.716,81.34657,85.97476,85.9824,165928,215570,284871,217806,165392,224432,278078,205196
55,WI,Wisconsin,55,2013,82.21427,85.65482,88.7183,90.53979,75.14756,81.87154,85.65588,88.59982,165390,214334,282515,215346,166216,224344,275245,201115
55,WI,Wisconsin,55,2014,83.24565,86.34174,88.22892,90.1838,75.64988,82.32415,84.88485,87.03068,161405,205716,270269,222727,163520,219371,264064,200840
56,WY,Wyoming,56,2001,79.08977,87.03714,86.1758,84.98362,76.01747,81.34928,86.57426,82.5234,17917,19510,23336,15406,17370,22212,24529,14322
56,WY,Wyoming,56,2002,83.64494,81.48834,88.93728,86.74098,76.68896,84.59334,85.55059,89.31965,18470,19875,23835,15355,17826,22626,24865,14344
56,WY,Wyoming,56,2003,84.61667,90.73944,85.70208,84.30109,73.57638,81.64819,82.67291,87.10049,18563,19745,24440,16471,17621,22383,25859,15453
56,WY,Wyoming,56,2004,81.32259,85.22025,83.93916,79.45383,78.13393,79.50687,86.52397,85.53162,18834,19998,24380,17109,17825,22422,25813,16012
56,WY,Wyoming,56,2005,77.2762,88.21429,87.53604,86.51978,77.4696,84.02545,82.69197,87.99798,18534,19835,24500,17415,17873,22045,26008,16368
56,WY,Wyoming,56,2006,83.18851,85.03069,84.84249,90.74712,81.31169,80.67612,84.22311,88.01271,18242,19893,24743,17905,17233,22121,26474,16945
56,WY,Wyoming,56,2007,86.35037,86.15055,87.01065,87.50194,77.84323,82.89942,87.88564,87.4003,18059,19605,25103,19021,17136,21780,26925,18206
56,WY,Wyoming,56,2008,85.51474,83.52554,89.56432,90.29031,75.38074,84.32722,89.05392,88.12154,17603,19312,25004,20895,16498,21458,27384,20039
56,WY,Wyoming,56,2009,85.21677,86.27717,85.94392,91.07565,77.57026,82.50797,82.82375,90.15654,17101,19333,25845,22328,16310,21252,28171,21682
56,WY,Wyoming,56,2010,79.25554,85.08388,83.54578,89.67627,74.04842,79.62077,82.57323,87.44921,16631,19183,25600,23125,15824,21002,28302,22431
56,WY,Wyoming,56,2011,79.50731,83.65801,89.50266,87.48392,77.13792,80.38673,85.60094,81.85217,16348,19433,25074,22675,16188,20556,27806,21688
56,WY,Wyoming,56,2012,83.57554,86.46513,87.11633,90.08553,77.86324,81.34815,86.10228,88.14429,16243,18961,25197,22908,15811,20753,27830,21925
56,WY,Wyoming,56,2013,82.09203,83.20132,85.90565,91.97095,72.49189,78.27742,84.89878,83.77709,18091,19709,25019,22889,18476,21547,27921,22125
56,WY,Wyoming,56,2014,79.90691,88.14739,88.96597,89.6027,74.28271,80.46902,83.02731,89.73048,17975,18302,23328,22097,17738,19985,27030,21202
